YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,NCHILD,SEX,AGE,MARST,RACE,RACED,HISPAN,HISPAND,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCWAGE,VETSTAT,VETSTATD
2023,202301,145758,2.023E+12,8262,2.023E+12,30006,1,1,8262,0,1,49,1,8,826,1,100,6,61,1,10,47000,1,11
2023,202301,145920,2.023E+12,7128,2.023E+12,375306,1,1,6966,1,2,58,1,6,663,0,0,7,71,1,10,25000,1,11
2023,202301,145920,2.023E+12,7128,2.023E+12,375306,1,3,6480,0,1,28,2,6,663,0,0,10,101,1,10,104000,1,11
2023,202301,146082,2.023E+12,9882,2.023E+12,370706,1,1,10044,0,1,32,6,8,856,1,100,8,81,1,10,101000,1,11
2023,202301,146244,2.023E+12,6804,2.023E+12,110006,1,1,6804,0,1,35,6,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,146406,2.023E+12,9720,2.023E+12,372506,1,1,9720,0,1,29,6,6,600,0,0,10,101,1,10,25000,1,11
2023,202301,146406,2.023E+12,9720,2.023E+12,372506,1,2,6318,0,2,28,6,6,630,0,0,10,101,1,10,70000,1,11
2023,202301,146730,2.023E+12,14256,2.023E+12,732906,1,1,14256,2,2,35,1,1,100,0,0,11,116,1,10,413000,1,11
2023,202301,146730,2.023E+12,14256,2.023E+12,732906,1,2,15876,2,1,36,1,1,100,0,0,11,116,1,10,109000,2,20
2023,202301,146892,2.023E+12,12798,2.023E+12,850506,1,1,12636,1,1,48,1,7,700,1,100,6,63,1,10,225000,1,11
2023,202301,146892,2.023E+12,12798,2.023E+12,850506,1,2,9072,1,2,47,1,7,700,1,100,7,71,1,10,160000,1,11
2023,202301,146892,2.023E+12,12798,2.023E+12,850506,1,3,9882,0,1,23,6,7,700,1,100,10,101,1,10,20000,1,11
2023,202301,147054,2.023E+12,13770,2.023E+12,375006,1,1,13770,1,2,37,6,2,200,0,0,6,63,1,10,32900,1,11
2023,202301,147216,2.023E+12,11664,2.023E+12,852006,1,3,16848,0,2,42,6,1,100,0,0,8,81,1,10,29400,1,11
2023,202301,147378,2.023E+12,36126,2.023E+12,711206,1,1,36288,1,2,26,1,1,100,1,100,11,116,1,10,56000,1,11
2023,202301,147378,2.023E+12,36126,2.023E+12,711206,1,2,29484,1,1,26,1,8,813,0,0,8,81,1,10,60000,1,11
2023,202301,147864,2.023E+12,10044,2.023E+12,11906,1,1,10044,2,1,44,1,6,610,0,0,11,114,1,10,200000,1,11
2023,202301,147864,2.023E+12,10044,2.023E+12,11906,1,2,9234,2,2,42,1,6,610,0,0,11,116,1,10,130000,1,11
2023,202301,148026,2.023E+12,11988,2.023E+12,810106,1,2,17820,1,2,59,1,8,826,4,428,7,71,1,10,41000,1,11
2023,202301,148188,2.023E+12,26892,2.023E+12,852006,1,2,25920,1,1,53,1,6,640,0,0,10,101,1,10,300000,1,11
2023,202301,148350,2.023E+12,23166,2.023E+12,592306,1,1,23166,0,1,38,6,6,600,0,0,10,101,1,10,131000,1,11
2023,202301,148512,2.023E+12,10044,2.023E+12,372206,1,1,10044,0,2,33,4,7,700,0,0,0,2,1,10,3200,1,11
2023,202301,148512,2.023E+12,10044,2.023E+12,372206,1,2,12798,0,1,37,6,7,700,1,100,6,65,1,10,65000,1,11
2023,202301,148674,2.023E+12,8100,2.023E+12,372206,1,1,8100,1,1,65,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,148674,2.023E+12,8100,2.023E+12,372206,1,2,8100,1,2,57,1,1,100,0,0,11,114,1,10,57000,1,11
2023,202301,148674,2.023E+12,8100,2.023E+12,372206,1,3,9882,0,1,26,6,1,100,0,0,7,71,1,10,60000,1,11
2023,202301,148836,2.023E+12,5346,2.023E+12,370506,1,5,5346,2,2,38,1,6,600,0,0,10,101,1,10,60000,1,11
2023,202301,148998,2.023E+12,12474,2.023E+12,710106,1,1,12474,0,1,30,6,1,100,0,0,10,101,1,14,100000,1,12
2023,202301,149484,2.023E+12,7614,2.023E+12,730606,1,1,7614,0,1,48,1,1,100,0,0,8,81,1,10,67000,2,20
2023,202301,149484,2.023E+12,7614,2.023E+12,730606,1,2,6966,0,2,36,1,1,100,0,0,6,63,1,10,48000,1,11
2023,202301,149646,2.023E+12,11988,2.023E+12,751206,1,1,11988,0,1,52,2,7,700,1,100,10,101,1,10,71000,1,11
2023,202301,149808,2.023E+12,9558,2.023E+12,11306,1,1,9558,0,2,46,6,8,838,0,0,7,71,1,10,60000,1,11
2023,202301,149970,2.023E+12,40338,2.023E+12,670906,1,2,32562,2,1,38,1,2,200,0,0,10,101,1,10,7200,1,11
2023,202301,150294,2.023E+12,9072,2.023E+12,851806,1,2,7452,2,2,31,6,1,100,1,100,6,63,1,10,60000,1,11
2023,202301,150294,2.023E+12,9072,2.023E+12,851806,1,5,9882,0,2,60,4,1,100,1,100,6,63,1,10,15000,1,11
2023,202301,150618,2.023E+12,8262,2.023E+12,730206,1,1,8262,0,1,44,6,1,100,0,0,6,65,1,10,150000,1,11
2023,202301,150780,2.023E+12,14418,2.023E+12,730206,1,1,14418,0,1,34,1,1,100,0,0,6,63,1,10,62000,2,20
2023,202301,150780,2.023E+12,14418,2.023E+12,730206,1,2,14904,0,2,32,1,1,100,0,0,7,71,1,10,0,1,11
2023,202301,150942,2.023E+12,17820,2.023E+12,851906,1,1,17658,0,1,25,6,6,610,0,0,8,81,1,10,67000,2,20
2023,202301,151266,2.023E+12,29808,2.023E+12,375906,1,1,29808,1,2,53,4,2,200,0,0,7,71,1,10,50000,1,11
2023,202301,151266,2.023E+12,29808,2.023E+12,375906,1,2,33210,0,1,24,6,2,200,0,0,6,63,1,10,41600,1,11
2023,202301,151590,2.023E+12,23166,2.023E+12,851606,1,1,23166,0,1,43,6,7,700,4,412,6,63,1,10,50000,1,11
2023,202301,151590,2.023E+12,23166,2.023E+12,851606,1,2,23976,0,2,38,6,7,700,4,423,6,63,1,10,0,1,11
2023,202301,151752,2.023E+12,9234,2.023E+12,373206,1,2,8262,0,2,64,1,8,826,4,428,11,114,1,10,105000,1,11
2023,202301,151914,2.023E+12,17658,2.023E+12,376806,1,1,17658,0,2,63,1,5,500,0,0,11,114,1,10,255000,1,11
2023,202301,152400,2.023E+12,7128,2.023E+12,851206,1,2,6480,0,1,29,1,6,610,0,0,11,114,1,10,370000,1,11
2023,202301,152562,2.023E+12,6642,2.023E+12,770806,1,1,6642,1,2,47,4,4,400,0,0,6,65,1,10,57000,1,11
2023,202301,152562,2.023E+12,6642,2.023E+12,770806,1,3,8748,0,1,41,4,4,400,0,0,6,65,1,10,38600,1,11
2023,202301,152886,2.023E+12,8262,2.023E+12,410306,1,1,8424,0,2,54,1,1,100,0,0,11,115,1,10,100000,1,11
2023,202301,152886,2.023E+12,8262,2.023E+12,410306,1,2,6318,0,1,55,1,1,100,0,0,7,71,1,10,50000,1,11
2023,202301,153048,2.023E+12,13932,2.023E+12,670906,1,1,13770,3,2,41,6,7,700,1,100,6,65,1,10,65000,1,11
2023,202301,153048,2.023E+12,13932,2.023E+12,670906,1,2,11502,1,2,26,6,7,700,1,100,6,63,1,10,18000,1,11
2023,202301,153534,2.023E+12,22518,2.023E+12,671706,1,1,22518,0,1,30,2,9,925,0,0,11,114,1,10,110000,1,11
2023,202301,153696,2.023E+12,9558,2.023E+12,373706,1,1,9720,0,2,33,1,6,600,0,0,10,101,1,10,61000,1,11
2023,202301,153696,2.023E+12,9558,2.023E+12,373706,1,2,12960,0,1,37,1,8,802,1,100,7,71,1,10,70000,1,11
2023,202301,154020,2.023E+12,20250,2.023E+12,810206,1,1,20250,0,2,34,6,1,100,0,0,11,114,1,10,0,1,11
2023,202301,154020,2.023E+12,20250,2.023E+12,810206,1,2,13770,0,2,37,6,7,700,1,100,10,101,1,10,86000,1,11
2023,202301,154506,2.023E+12,10530,2.023E+12,732806,1,1,10368,2,2,44,1,1,100,0,0,11,114,1,10,74000,1,11
2023,202301,154506,2.023E+12,10530,2.023E+12,732806,1,2,11178,2,1,45,1,1,100,0,0,6,63,1,10,53000,1,11
2023,202301,154506,2.023E+12,10530,2.023E+12,732806,1,3,10368,0,2,22,6,1,100,0,0,7,71,1,10,9000,1,11
2023,202301,154506,2.023E+12,10530,2.023E+12,732806,1,4,10368,0,2,20,6,1,100,0,0,7,71,1,10,20000,1,11
2023,202301,154668,2.023E+12,5994,2.023E+12,550006,1,1,5994,0,2,45,6,1,100,0,0,7,71,1,10,0,1,11
2023,202301,154992,2.023E+12,7776,2.023E+12,790106,1,2,5670,0,2,21,6,6,640,0,0,7,71,1,10,6000,1,11
2023,202301,155154,2.023E+12,18144,2.023E+12,373206,1,1,18144,0,1,51,6,1,100,0,0,10,101,1,10,149000,1,11
2023,202301,155154,2.023E+12,18144,2.023E+12,373206,1,2,12636,0,1,42,6,1,100,0,0,10,101,1,10,400000,1,11
2023,202301,155316,2.023E+12,14094,2.023E+12,11706,1,1,14094,1,1,39,1,6,610,0,0,10,101,1,10,180000,1,11
2023,202301,155802,2.023E+12,16524,2.023E+12,1130106,1,1,16524,0,2,53,1,1,100,0,0,10,101,1,10,130000,2,20
2023,202301,156126,2.023E+12,13122,2.023E+12,592806,1,1,12960,2,1,48,1,1,100,0,0,11,114,1,10,200000,1,11
2023,202301,156126,2.023E+12,13122,2.023E+12,592806,1,2,12474,2,2,51,1,1,100,0,0,6,63,1,10,684000,1,11
2023,202301,156288,2.023E+12,9558,2.023E+12,711906,1,1,9720,1,1,56,4,6,600,4,450,6,63,1,10,80000,1,11
2023,202301,156450,2.023E+12,80190,2.023E+12,592806,1,1,80028,3,1,48,1,8,826,4,416,6,61,1,10,40000,1,11
2023,202301,156450,2.023E+12,80190,2.023E+12,592806,1,2,76302,3,2,43,1,8,826,1,100,2,26,1,10,0,1,11
2023,202301,156450,2.023E+12,80190,2.023E+12,592806,1,3,51030,0,1,26,2,7,700,4,498,8,81,1,10,78000,1,11
2023,202301,156612,2.023E+12,9234,2.023E+12,970506,1,2,9558,0,1,30,6,1,100,0,0,10,101,1,10,35000,1,11
2023,202301,156936,2.023E+12,9396,2.023E+12,378006,1,1,9558,0,1,32,6,6,600,0,0,10,101,1,10,75000,1,11
2023,202301,157098,2.023E+12,33696,2.023E+12,374606,1,1,33696,0,1,58,6,7,700,4,412,2,25,1,10,0,1,11
2023,202301,157260,2.023E+12,42606,2.023E+12,374806,1,1,42606,0,2,37,1,1,100,0,0,10,101,1,10,105000,1,11
2023,202301,157260,2.023E+12,42606,2.023E+12,374806,1,2,42930,0,1,36,1,1,100,0,0,10,101,1,10,11000,1,11
2023,202301,157908,2.023E+12,11988,2.023E+12,410406,1,1,12150,0,2,35,6,1,100,0,0,10,101,1,10,684000,1,11
2023,202301,158070,2.023E+12,9396,2.023E+12,373406,1,1,9396,0,1,36,6,8,812,0,0,10,101,1,10,0,1,11
2023,202301,158232,2.023E+12,9558,2.023E+12,851206,1,1,9558,1,2,33,3,1,100,0,0,10,101,1,10,115000,1,11
2023,202301,158232,2.023E+12,9558,2.023E+12,851206,1,2,10368,1,1,33,6,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,158232,2.023E+12,9558,2.023E+12,851206,1,4,8910,1,2,62,4,1,100,0,0,6,65,1,10,84000,1,11
2023,202301,158394,2.023E+12,11826,2.023E+12,851806,1,1,11826,2,1,48,2,6,600,0,0,7,71,1,10,150000,1,11
2023,202301,158394,2.023E+12,11826,2.023E+12,851806,1,2,13284,0,1,22,6,6,600,0,0,10,101,1,10,11000,1,11
2023,202301,158718,2.023E+12,7938,2.023E+12,374506,1,1,7938,2,2,45,6,9,907,1,100,2,25,1,10,30000,1,11
2023,202301,158718,2.023E+12,7938,2.023E+12,374506,1,2,10854,2,1,43,6,9,907,1,100,2,23,1,10,30000,1,11
2023,202301,158880,2.023E+12,10206,2.023E+12,370406,1,1,10206,3,1,39,1,1,100,1,100,7,71,1,10,55000,1,11
2023,202301,158880,2.023E+12,10206,2.023E+12,370406,1,2,7938,3,2,44,1,8,826,1,100,8,81,1,10,2800,1,11
2023,202301,159042,2.023E+12,17982,2.023E+12,731006,1,1,17982,0,2,38,6,1,100,0,0,11,116,1,10,165000,1,11
2023,202301,159204,2.023E+12,9072,2.023E+12,670606,1,1,8910,1,2,55,1,1,100,0,0,10,101,1,10,70000,1,11
2023,202301,159204,2.023E+12,9072,2.023E+12,670606,1,2,10692,1,1,61,1,1,100,0,0,6,65,1,10,120000,1,11
2023,202301,159366,2.023E+12,9882,2.023E+12,1110706,1,1,9882,0,1,37,1,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,159366,2.023E+12,9882,2.023E+12,1110706,1,2,9882,0,2,37,1,1,100,0,0,8,81,1,10,55000,1,11
2023,202301,159528,2.023E+12,12150,2.023E+12,11906,1,1,12150,2,2,46,1,7,700,1,100,10,101,1,10,45600,1,11
2023,202301,159528,2.023E+12,12150,2.023E+12,11906,1,2,14418,2,1,43,1,7,700,1,100,10,101,1,10,130000,1,11
2023,202301,159690,2.023E+12,48600,2.023E+12,590806,1,1,48600,0,2,49,4,7,700,1,100,5,50,1,10,75000,1,11
2023,202301,159852,2.023E+12,17658,2.023E+12,652306,1,1,17658,2,2,44,1,8,826,4,450,8,81,1,10,20000,1,11
2023,202301,159852,2.023E+12,17658,2.023E+12,652306,1,2,18630,2,1,45,1,8,826,3,300,10,101,1,10,130000,1,11
2023,202301,160014,2.023E+12,9234,2.023E+12,370906,1,1,9234,2,2,52,1,4,400,0,0,11,114,1,10,70000,1,11
2023,202301,160014,2.023E+12,9234,2.023E+12,370906,1,2,14094,2,1,55,1,6,673,0,0,11,114,1,10,350000,1,11
2023,202301,160338,2.023E+12,31752,2.023E+12,376306,1,2,34344,0,2,64,1,2,200,0,0,10,101,1,10,68000,1,11
2023,202301,160500,2.023E+12,10368,2.023E+12,711806,1,1,10368,2,1,44,1,1,100,0,0,6,64,1,10,65000,1,11
2023,202301,160500,2.023E+12,10368,2.023E+12,711806,1,2,9072,2,2,43,1,7,700,1,100,6,64,1,10,42200,1,11
2023,202301,160500,2.023E+12,10368,2.023E+12,711806,1,3,8748,0,2,21,6,1,100,1,100,7,71,1,10,35000,1,11
2023,202301,160500,2.023E+12,10368,2.023E+12,711806,1,4,12150,0,1,18,6,1,100,1,100,6,63,1,10,38400,1,11
2023,202301,160662,2.023E+12,10368,2.023E+12,374506,1,1,10368,3,1,53,1,7,700,1,100,2,23,1,10,48000,1,11
2023,202301,160662,2.023E+12,10368,2.023E+12,374506,1,3,10206,0,2,26,6,7,700,1,100,10,101,1,10,65000,1,11
2023,202301,160662,2.023E+12,10368,2.023E+12,374506,1,4,10044,0,1,21,6,7,700,1,100,6,63,1,10,22600,1,11
2023,202301,160662,2.023E+12,10368,2.023E+12,374506,1,7,11016,0,1,47,1,7,700,1,100,2,22,1,10,0,1,11
2023,202301,160662,2.023E+12,10368,2.023E+12,374506,1,8,10530,0,2,39,1,7,700,1,100,2,22,1,10,12000,1,11
2023,202301,160824,2.023E+12,7776,2.023E+12,870206,1,1,7938,1,2,36,1,1,100,0,0,10,101,1,10,300000,1,11
2023,202301,160824,2.023E+12,7776,2.023E+12,870206,1,2,8262,1,1,36,1,1,100,0,0,11,114,1,10,170000,1,11
2023,202301,161148,2.023E+12,19116,2.023E+12,610106,1,2,16686,0,1,65,1,1,100,0,0,6,63,1,10,4500,1,11
2023,202301,161310,2.023E+12,10044,2.023E+12,592306,1,1,10044,2,1,55,1,1,100,0,0,11,114,1,10,160000,1,11
2023,202301,161310,2.023E+12,10044,2.023E+12,592306,1,2,9072,2,2,51,1,1,100,0,0,11,114,1,10,15000,1,11
2023,202301,161472,2.023E+12,31752,2.023E+12,370806,1,1,31752,1,1,35,2,8,826,4,414,6,63,1,10,69000,1,11
2023,202301,161796,2.023E+12,7452,2.023E+12,732306,1,1,7452,3,1,47,1,1,100,0,0,11,114,1,10,684000,1,11
2023,202301,161796,2.023E+12,7452,2.023E+12,732306,1,2,7614,3,1,48,1,1,100,0,0,11,114,1,10,400000,1,11
2023,202301,162282,2.023E+12,20088,2.023E+12,830306,1,1,20250,0,2,22,6,1,100,1,100,8,81,1,10,5500,1,11
2023,202301,162282,2.023E+12,20088,2.023E+12,830306,1,2,17334,0,2,18,6,1,100,1,100,5,50,1,10,5000,1,11
2023,202301,162444,2.023E+12,10854,2.023E+12,375906,1,3,16038,0,1,29,4,2,200,0,0,6,65,1,10,15000,1,11
2023,202301,162606,2.023E+12,15228,2.023E+12,12206,1,1,15228,2,1,29,1,1,100,0,0,6,65,1,10,200000,1,11
2023,202301,162606,2.023E+12,15228,2.023E+12,12206,1,2,18144,2,2,28,1,1,100,0,0,0,2,1,12,25000,1,11
2023,202301,162606,2.023E+12,15228,2.023E+12,12206,1,5,19278,1,2,49,2,1,100,0,0,10,101,1,10,21600,1,11
2023,202301,162768,2.023E+12,11826,2.023E+12,250006,1,1,11826,4,1,52,1,7,700,1,100,6,63,1,10,72000,1,11
2023,202301,162768,2.023E+12,11826,2.023E+12,250006,1,2,9882,4,2,46,1,7,700,1,100,0,2,1,10,2000,1,11
2023,202301,162768,2.023E+12,11826,2.023E+12,250006,1,5,22194,0,2,22,6,7,700,1,100,7,71,1,10,14000,1,11
2023,202301,163092,2.023E+12,18954,2.023E+12,750806,1,1,18954,0,1,34,6,1,100,0,0,11,114,1,10,47500,1,11
2023,202301,163254,2.023E+12,24138,2.023E+12,710206,1,1,24138,0,1,56,4,1,100,0,0,6,63,1,10,55000,1,11
2023,202301,163416,2.023E+12,10368,2.023E+12,373206,1,1,10368,0,2,40,1,1,100,0,0,10,101,1,10,110000,1,11
2023,202301,163416,2.023E+12,10368,2.023E+12,373206,1,2,10368,0,1,44,1,6,610,0,0,10,101,1,10,684000,1,11
2023,202301,163578,2.023E+12,18954,2.023E+12,850806,1,1,18792,0,1,60,1,8,826,4,426,11,114,1,12,5000,1,11
2023,202301,163740,2.023E+12,14418,2.023E+12,371306,1,1,14580,2,1,39,4,6,600,0,0,10,101,1,10,80000,1,11
2023,202301,163740,2.023E+12,14418,2.023E+12,371306,1,2,9882,2,2,36,6,4,400,1,100,10,101,1,10,80000,1,11
2023,202301,164064,2.023E+12,37584,2.023E+12,751206,1,1,37584,1,1,65,1,1,100,1,100,3,30,1,10,26000,1,11
2023,202301,164064,2.023E+12,37584,2.023E+12,751206,1,2,59130,1,2,60,1,1,100,1,100,6,63,1,10,30000,1,11
2023,202301,164226,2.023E+12,9558,2.023E+12,190406,1,2,8424,1,1,25,6,7,700,1,100,6,63,1,10,50000,1,11
2023,202301,164388,2.023E+12,17334,2.023E+12,810606,1,1,17496,2,1,51,1,1,100,0,0,11,114,1,10,0,1,11
2023,202301,164550,2.023E+12,10530,2.023E+12,1110806,1,1,10530,2,1,36,1,1,100,0,0,10,101,1,10,107000,1,11
2023,202301,164712,2.023E+12,10692,2.023E+12,731606,1,2,13770,0,1,53,1,1,100,0,0,8,81,1,10,300000,1,11
2023,202301,164874,2.023E+12,11988,2.023E+12,170006,1,1,12150,3,1,37,4,1,100,0,0,6,63,1,10,78000,1,11
2023,202301,165036,2.023E+12,18468,2.023E+12,290606,1,1,18630,3,2,33,6,7,700,1,100,6,65,1,10,35000,1,11
2023,202301,165036,2.023E+12,18468,2.023E+12,290606,1,2,25110,3,1,36,6,7,700,1,100,6,65,1,10,100000,1,11
2023,202301,165198,2.023E+12,7938,2.023E+12,711706,1,1,7938,3,2,53,6,7,700,1,100,2,23,1,10,31000,1,11
2023,202301,165198,2.023E+12,7938,2.023E+12,711706,1,2,9558,0,1,24,6,7,700,4,413,7,71,1,10,8000,1,11
2023,202301,165198,2.023E+12,7938,2.023E+12,711706,1,3,9396,0,1,19,6,7,700,4,413,6,63,1,10,7000,1,11
2023,202301,165360,2.023E+12,9558,2.023E+12,12106,1,1,9558,0,1,58,6,4,420,0,0,11,114,1,10,170000,1,11
2023,202301,165522,2.023E+12,9396,2.023E+12,651906,1,1,9396,2,2,44,1,8,845,4,412,10,101,1,10,135000,1,11
2023,202301,165522,2.023E+12,9396,2.023E+12,651906,1,2,10206,2,1,42,1,8,845,3,300,5,50,1,10,90000,1,11
2023,202301,165522,2.023E+12,9396,2.023E+12,651906,1,5,9072,0,2,28,2,8,845,3,300,10,101,1,10,55000,1,11
2023,202301,165522,2.023E+12,9396,2.023E+12,651906,1,6,12636,0,1,34,6,7,700,1,100,2,25,1,10,36000,1,11
2023,202301,165522,2.023E+12,9396,2.023E+12,651906,1,7,9720,0,2,31,6,8,845,4,415,10,101,1,10,800,1,11
2023,202301,165684,2.023E+12,16362,2.023E+12,671506,1,1,16362,2,2,47,1,8,818,0,0,10,101,1,10,100000,1,11
2023,202301,165846,2.023E+12,8910,2.023E+12,375406,1,2,10368,0,1,62,1,6,620,0,0,10,101,1,10,60000,1,11
2023,202301,166008,2.023E+12,17334,2.023E+12,370906,1,1,17496,0,1,31,6,7,700,4,416,10,101,1,10,120000,1,11
2023,202301,166008,2.023E+12,17334,2.023E+12,370906,1,2,14904,0,2,25,6,8,826,3,300,10,101,1,10,100000,1,11
2023,202301,166170,2.023E+12,7938,2.023E+12,591806,1,1,8100,2,1,51,1,4,400,0,0,6,65,1,12,36000,1,11
2023,202301,166170,2.023E+12,7938,2.023E+12,591806,1,2,8748,2,2,48,1,4,400,0,0,6,65,1,10,25000,1,11
2023,202301,166656,2.023E+12,12312,2.023E+12,371106,1,1,12474,1,1,38,1,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,166656,2.023E+12,12312,2.023E+12,371106,1,2,9072,1,2,35,1,1,100,1,100,10,101,1,10,73000,1,11
2023,202301,166980,2.023E+12,42606,2.023E+12,372206,1,4,32076,0,1,26,1,7,700,1,100,2,23,1,10,50000,1,11
2023,202301,167142,2.023E+12,32886,2.023E+12,592206,1,1,33048,0,2,34,4,1,100,4,416,7,71,1,10,60000,1,11
2023,202301,167304,2.023E+12,5508,2.023E+12,12106,1,1,5346,0,1,41,1,6,600,0,0,10,101,1,10,75000,1,11
2023,202301,167304,2.023E+12,5508,2.023E+12,12106,1,2,4698,1,2,39,2,6,600,0,0,10,101,1,10,65000,1,11
2023,202301,167628,2.023E+12,40986,2.023E+12,591306,1,1,40986,0,2,25,6,6,640,0,0,6,65,1,10,17000,1,11
2023,202301,167628,2.023E+12,40986,2.023E+12,591306,1,2,48762,0,1,29,6,6,640,0,0,10,101,1,10,12000,1,11
2023,202301,167628,2.023E+12,40986,2.023E+12,591306,1,4,45684,2,1,51,1,6,640,0,0,3,30,1,10,40000,1,11
2023,202301,167952,2.023E+12,7128,2.023E+12,310006,1,1,7128,2,1,34,1,1,100,0,0,7,71,1,10,104000,1,11
2023,202301,168114,2.023E+12,18630,2.023E+12,770506,1,1,18630,0,2,58,1,1,100,0,0,10,101,1,10,105000,1,11
2023,202301,168114,2.023E+12,18630,2.023E+12,770506,1,2,19116,0,1,60,1,1,100,0,0,10,101,1,10,115000,1,11
2023,202301,168276,2.023E+12,11016,2.023E+12,750906,1,1,11016,0,1,30,1,1,100,1,100,10,101,1,10,225000,1,11
2023,202301,168276,2.023E+12,11016,2.023E+12,750906,1,2,10206,0,2,33,1,1,100,0,0,11,114,1,12,40000,1,11
2023,202301,169248,2.023E+12,5832,2.023E+12,370706,1,3,7452,0,1,33,6,7,700,4,412,6,63,1,10,15000,1,11
2023,202301,169248,2.023E+12,5832,2.023E+12,370706,1,6,6966,0,1,50,6,7,700,1,100,11,114,1,10,120000,1,11
2023,202301,169410,2.023E+12,13770,2.023E+12,970506,1,1,13608,0,1,23,6,8,890,1,100,6,63,1,10,38000,1,11
2023,202301,169410,2.023E+12,13770,2.023E+12,970506,1,2,8586,1,2,53,6,8,890,1,100,2,23,1,10,0,1,11
2023,202301,169572,2.023E+12,9720,2.023E+12,376406,1,3,8910,3,2,45,5,6,600,0,0,11,114,1,10,80000,1,11
2023,202301,169572,2.023E+12,9720,2.023E+12,376406,1,4,10530,0,2,41,6,6,600,0,0,10,101,1,10,62000,1,11
2023,202301,169572,2.023E+12,9720,2.023E+12,376406,1,5,7776,0,2,22,6,8,834,0,0,10,101,1,10,50000,1,11
2023,202301,169896,2.023E+12,9882,2.023E+12,370906,1,2,8586,2,2,40,1,4,400,0,0,6,64,1,10,48000,1,11
2023,202301,170220,2.023E+12,33048,2.023E+12,376706,1,1,33048,1,1,55,1,1,100,1,100,7,71,1,10,35000,1,11
2023,202301,170220,2.023E+12,33048,2.023E+12,376706,1,2,28188,1,2,61,1,1,100,1,100,2,23,1,10,20000,1,11
2023,202301,170220,2.023E+12,33048,2.023E+12,376706,1,3,26568,0,1,25,6,1,100,1,100,6,63,1,10,32000,1,11
2023,202301,170544,2.023E+12,15714,2.023E+12,550006,1,1,15714,2,2,43,6,1,100,0,0,7,71,1,10,94000,1,11
2023,202301,170544,2.023E+12,15714,2.023E+12,550006,1,2,27540,2,1,44,6,8,826,1,100,7,71,1,10,60000,1,11
2023,202301,170706,2.023E+12,16038,2.023E+12,11406,1,1,16038,1,1,36,6,8,811,0,0,11,114,1,10,135000,1,11
2023,202301,170868,2.023E+12,21060,2.023E+12,1110306,1,1,21060,0,2,26,6,8,826,1,100,7,71,1,10,25000,1,11
2023,202301,170868,2.023E+12,21060,2.023E+12,1110306,1,2,18954,3,2,32,3,8,826,1,100,7,71,1,10,25000,1,11
2023,202301,170868,2.023E+12,21060,2.023E+12,1110306,1,3,20088,0,2,25,6,8,826,1,100,7,71,1,10,25000,1,11
2023,202301,171354,2.023E+12,20412,2.023E+12,374506,1,1,20412,2,2,63,6,7,700,4,416,0,2,1,10,0,1,11
2023,202301,171354,2.023E+12,20412,2.023E+12,374506,1,2,20088,0,1,22,6,7,700,4,416,7,71,1,10,38000,1,11
2023,202301,172002,2.023E+12,15390,2.023E+12,671706,1,1,15390,4,1,42,1,2,200,0,0,10,101,1,10,120000,1,11
2023,202301,172002,2.023E+12,15390,2.023E+12,671706,1,2,25596,4,2,37,1,2,200,0,0,11,114,1,10,20000,1,11
2023,202301,172326,2.023E+12,9396,2.023E+12,373906,1,1,9234,0,1,57,6,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,172974,2.023E+12,9396,2.023E+12,651506,1,1,9396,0,1,34,1,1,100,0,0,10,101,1,10,150000,1,11
2023,202301,172974,2.023E+12,9396,2.023E+12,651506,1,2,10368,0,2,34,1,1,100,0,0,10,101,1,10,160000,1,11
2023,202301,173136,2.023E+12,16848,2.023E+12,830306,1,1,16848,1,2,35,1,1,100,0,0,6,65,1,10,110000,1,11
2023,202301,173460,2.023E+12,8586,2.023E+12,732706,1,1,8586,1,2,36,1,6,600,0,0,6,63,1,14,45000,1,12
2023,202301,173460,2.023E+12,8586,2.023E+12,732706,1,2,7290,1,1,37,1,8,823,0,0,7,71,1,10,85000,1,11
2023,202301,173622,2.023E+12,14418,2.023E+12,731006,1,1,14418,0,2,23,6,1,100,0,0,6,63,1,14,70000,1,12
2023,202301,173784,2.023E+12,11178,2.023E+12,770606,1,1,11016,0,1,44,3,4,400,0,0,7,71,1,10,70000,1,11
2023,202301,173784,2.023E+12,11178,2.023E+12,770606,1,4,11016,2,2,36,1,4,400,0,0,10,101,1,10,35000,1,11
2023,202301,174108,2.023E+12,10044,2.023E+12,731606,1,2,9720,0,1,37,1,1,100,0,0,11,114,1,10,0,1,11
2023,202301,174270,2.023E+12,8910,2.023E+12,830306,1,1,9072,0,2,61,4,8,826,0,0,6,65,1,10,30000,1,11
2023,202301,174432,2.023E+12,28512,2.023E+12,330006,1,1,28350,2,2,42,6,1,100,0,0,6,63,1,10,12000,1,11
